Product Title,Brand,Type,Variant Name,Color HEX,Color RGB,Season 1 Name,Season 1 Percent,S1 Closest Color,Season 2 Name,Season 2 Percent,S2 Closest Color,Product URL
PIXY Lip Cream,pixy,lip,Delicate Pink,#212721,"(33, 39, 33)",'winter clear',85.49159519308367,"(33.0, 33.0, '33')",'autumn deep',14.508404806916332,"(44.0, 19.0, '6')",https://www.pixy.co.id/product/pixy-lip-cream
PIXY Lip Cream,pixy,lip,Sweet Choco,#844E42,"(132, 78, 66)",'autumn warm',55.13072492538447,"(133.0, 67.0, '35')",'autumn soft',44.86927507461553,"(167.0, 85.0, '47')",https://www.pixy.co.id/product/pixy-lip-cream
PIXY Lip Cream,pixy,lip,Gaudy Orange,#A75248,"(167, 82, 72)",'autumn soft',63.94377135928111,"(167.0, 85.0, '47')",'summer cool ',36.0562286407189,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-lip-cream
PIXY Lip Cream,pixy,lip,Mild Peach,#C76C61,"(199, 108, 97)",'autumn warm',57.333308371090595,"(218.0, 103.0, '85')",'summer soft',42.666691628909405,"(197.0, 121.0, '125')",https://www.pixy.co.id/product/pixy-lip-cream
PIXY Lip Cream,pixy,lip,Urban Berry,#BC3B4A,"(188, 59, 74)",'summer cool ',58.613253052343985,"(208.0, 49.0, '79')",'winter deep',41.386746947656015,"(198.0, 31.0, '87')",https://www.pixy.co.id/product/pixy-lip-cream
PIXY Lip Cream,pixy,lip,Warm Pink,#D65D72,"(214, 93, 114)",'autumn warm',52.76294386113813,"(218.0, 103.0, '85')",'summer soft',47.23705613886187,"(197.0, 121.0, '125')",https://www.pixy.co.id/product/pixy-lip-cream
PIXY Lip Cream,pixy,lip,Uptown Peach,#F16457,"(241, 100, 87)",'spring warm',67.55676218311572,"(251.0, 95.0, '87')",'autumn warm',32.44323781688426,"(218.0, 103.0, '85')",https://www.pixy.co.id/product/pixy-lip-cream
PIXY Lip Cream,pixy,lip,Valentine Peach,#B66C6D,"(182, 108, 109)",'summer light',55.80585670475745,"(164.0, 104.0, '114')",'summer soft',44.19414329524255,"(177.0, 89.0, '123')",https://www.pixy.co.id/product/pixy-lip-cream
PIXY Lip Cream,pixy,lip,Burning Peach,#B53F4E,"(181, 63, 78)",'summer cool ',54.52274868653537,"(208.0, 49.0, '79')",'summer cool ',45.47725131346464,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-lip-cream
PIXY Lip Cream,pixy,lip,Cheeky Coral,#D66965,"(214, 105, 101)",'autumn warm',66.83624096946895,"(218.0, 103.0, '85')",'summer soft',33.16375903053107,"(197.0, 121.0, '125')",https://www.pixy.co.id/product/pixy-lip-cream
PIXY Matte in Love,pixy,lip,Pop Pink,#E53E51,"(229, 62, 81)",'summer cool ',52.144668311609706,"(208.0, 49.0, '79')",'spring clear',47.85533168839028,"(255.0, 64.0, '74')",https://www.pixy.co.id/product/pixy-matte-in-love
PIXY Matte in Love,pixy,lip,Divine Rouge,#B12028,"(177, 32, 40)",'autumn warm',64.8121828929902,"(156.0, 35.0, '53')",'autumn warm',35.1878171070098,"(199.0, 28.0, '0')",https://www.pixy.co.id/product/pixy-matte-in-love
PIXY Matte in Love,pixy,lip,Red Fushion,#822C41,"(130, 44, 65)",'winter cool',53.041516146019994,"(134.0, 42.0, '91')",'summer cool ',46.958483853980006,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-matte-in-love
PIXY Matte in Love,pixy,lip,Vibe Pink,#D03266,"(208, 50, 102)",'summer cool ',53.22054289357383,"(208.0, 49.0, '79')",'winter deep',46.77945710642616,"(198.0, 31.0, '87')",https://www.pixy.co.id/product/pixy-matte-in-love
PIXY Matte in Love,pixy,lip,Merry Orange,#B54E4D,"(181, 78, 77)",'autumn soft',53.96932373207732,"(167.0, 85.0, '47')",'summer cool ',46.030676267922686,"(208.0, 49.0, '79')",https://www.pixy.co.id/product/pixy-matte-in-love
PIXY Matte in Love,pixy,lip,Excotic Nude,#9F414A,"(159, 65, 74)",'summer cool ',50.0,"(152.0, 42.0, '85')",'winter deep',50.0,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-matte-in-love
PIXY Matte in Love,pixy,lip,Ginger Ale,#AE6C62,"(174, 108, 98)",'summer light',62.05596766659458,"(164.0, 104.0, '114')",'summer soft',37.94403233340543,"(177.0, 89.0, '123')",https://www.pixy.co.id/product/pixy-matte-in-love
PIXY MOUSSE MOMENT,pixy,face,Crowd In Red,#9F1628,"(159, 22, 40)",'autumn warm',72.75313216959125,"(156.0, 35.0, '53')",'summer cool ',27.24686783040876,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-mousse-moment
PIXY MOUSSE MOMENT,pixy,face,Busiest Maroon,#5F0617,"(95, 6, 23)",'autumn deep',55.438688589216234,"(95.0, 46.0, '22')",'autumn deep',44.56131141078375,"(64.0, 25.0, '57')",https://www.pixy.co.id/product/pixy-mousse-moment
PIXY MOUSSE MOMENT,pixy,face,Calm in Rose,#8A4043,"(138, 64, 67)",'summer cool ',50.0,"(152.0, 42.0, '85')",'winter deep',50.0,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-mousse-moment
PIXY MOUSSE MOMENT,pixy,face,Relaxing Pink,#873742,"(135, 55, 66)",'winter cool',50.371767763757646,"(134.0, 42.0, '91')",'summer cool ',49.628232236242354,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-mousse-moment
PIXY MOUSSE MOMENT,pixy,face,Peacefully Brown,#B88578,"(184, 133, 120)",'summer soft',66.02955314572412,"(197.0, 121.0, '125')",'summer light',33.97044685427587,"(164.0, 104.0, '114')",https://www.pixy.co.id/product/pixy-mousse-moment
PIXY MOUSSE MOMENT,pixy,face,Enjoyable Fuchsia,#A62B4E,"(166, 43, 78)",'summer cool ',50.0,"(152.0, 42.0, '85')",'winter deep',50.0,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-mousse-moment
PIXY Make It Glow Crayonttention,pixy,face,Maroon VIbes,#9C182F,"(156, 24, 47)",'autumn warm',77.12148691674119,"(156.0, 35.0, '53')",'summer cool ',22.8785130832588,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-make-it-glow-crayonttention
PIXY Make It Glow Crayonttention,pixy,face,Redcited,#CE0E2D,"(206, 14, 45)",'winter deep',50.872159519764914,"(198.0, 31.0, '87')",'autumn warm',49.12784048023507,"(199.0, 28.0, '0')",https://www.pixy.co.id/product/pixy-make-it-glow-crayonttention
PIXY Make It Glow Crayonttention,pixy,face,Unbrickable,#A8483D,"(168, 72, 61)",'autumn soft',67.48761765246081,"(167.0, 85.0, '47')",'autumn warm',32.51238234753918,"(156.0, 35.0, '53')",https://www.pixy.co.id/product/pixy-make-it-glow-crayonttention
PIXY Make It Glow Crayonttention,pixy,face,Fuchsiaristic,#B92454,"(185, 36, 84)",'winter clear',54.455387806106394,"(194.0, 31.0, '90')",'winter deep',45.5446121938936,"(198.0, 31.0, '87')",https://www.pixy.co.id/product/pixy-make-it-glow-crayonttention
PIXY Make It Glow Crayonttention,pixy,face,Pinkception,#BC3B4A,"(188, 59, 74)",'summer cool ',58.613253052343985,"(208.0, 49.0, '79')",'winter deep',41.386746947656015,"(198.0, 31.0, '87')",https://www.pixy.co.id/product/pixy-make-it-glow-crayonttention
PIXY Make It Glow Crayonttention,pixy,face,Glamarose,#9A4856,"(154, 72, 86)",'summer cool ',50.0,"(152.0, 42.0, '85')",'winter deep',50.0,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-make-it-glow-crayonttention
PIXY Make It Glow Crayonttention,pixy,face,Mauvein On,#9C6167,"(156, 97, 103)",'summer light',66.29139411179023,"(164.0, 104.0, '114')",'summer soft',33.708605888209775,"(177.0, 89.0, '123')",https://www.pixy.co.id/product/pixy-make-it-glow-crayonttention
PIXY Make It Glow Crayonttention,pixy,face,Chocolicious,#A75248,"(167, 82, 72)",'autumn soft',63.94377135928111,"(167.0, 85.0, '47')",'summer cool ',36.0562286407189,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-make-it-glow-crayonttention
PIXY Lip Conditioner,pixy,lip,Clear,#FFFFFF,"(255, 255, 255)",'winter cool',100.0,"(255.0, 255.0, '255')",'winter cool',0.0,"(255.0, 233.0, '242')",https://www.pixy.co.id/product/pixy-lip-conditioner
PIXY Lip Conditioner,pixy,lip,Red,#EB0045,"(235, 0, 69)",'winter deep',51.87206464103655,"(198.0, 31.0, '87')",'winter clear',48.12793535896345,"(194.0, 31.0, '90')",https://www.pixy.co.id/product/pixy-lip-conditioner
PIXY Lip Conditioner,pixy,lip,Orange,#D7282F,"(215, 40, 47)",'summer cool ',56.64544209646775,"(208.0, 49.0, '79')",'winter deep',43.35455790353224,"(198.0, 31.0, '87')",https://www.pixy.co.id/product/pixy-lip-conditioner
PIXY Lip Conditioner,pixy,lip,Pink,#FA7598,"(250, 117, 152)",'summer soft',56.27790377199104,"(228.0, 106.0, '154')",'spring light',43.72209622800896,"(253.0, 107.0, '122')",https://www.pixy.co.id/product/pixy-lip-conditioner
PIXY  Silky Fit,pixy,face,Rich Red,#B30F3A,"(179, 15, 58)",'autumn warm',55.28218213026905,"(156.0, 35.0, '53')",'winter deep',44.71781786973095,"(198.0, 31.0, '87')",https://www.pixy.co.id/product/pixy-silky-fit
PIXY  Silky Fit,pixy,face,Strawberry Milk,#CD5969,"(205, 89, 105)",'autumn warm',54.617258098317365,"(218.0, 103.0, '85')",'summer soft',45.382741901682635,"(177.0, 89.0, '123')",https://www.pixy.co.id/product/pixy-silky-fit
PIXY  Silky Fit,pixy,face,Lovely Bloom,#A32D34,"(163, 45, 52)",'autumn warm',74.03090410996202,"(156.0, 35.0, '53')",'summer cool ',25.969095890037984,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-silky-fit
PIXY  Silky Fit,pixy,face,Cinnamon Twist,#8E1728,"(142, 23, 40)",'autumn warm',66.69935443461816,"(156.0, 35.0, '53')",'autumn warm',33.30064556538185,"(133.0, 67.0, '35')",https://www.pixy.co.id/product/pixy-silky-fit
PIXY  Silky Fit,pixy,face,Carnation,#C22B52,"(194, 43, 82)",'winter deep',51.464359287705854,"(198.0, 31.0, '87')",'winter clear',48.535640712294146,"(194.0, 31.0, '90')",https://www.pixy.co.id/product/pixy-silky-fit
PIXY  Silky Fit,pixy,face,Pinkish Peach,#B53F4E,"(181, 63, 78)",'summer cool ',54.52274868653537,"(208.0, 49.0, '79')",'summer cool ',45.47725131346464,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-silky-fit
PIXY  Silky Fit,pixy,face,Vibrant Fuchsia,#A32861,"(163, 40, 97)",'summer cool ',50.0,"(152.0, 42.0, '85')",'winter deep',50.0,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-silky-fit
PIXY  Silky Fit,pixy,face,Chic Choco,#8E5040,"(142, 80, 64)",'autumn soft',51.874552314530774,"(167.0, 85.0, '47')",'autumn warm',48.12544768546923,"(133.0, 67.0, '35')",https://www.pixy.co.id/product/pixy-silky-fit
PIXY LIP HYDRATING,pixy,lip,"Apple, Oh Apple!",#CA244A,"(202, 36, 74)",'winter deep',51.13695120820447,"(198.0, 31.0, '87')",'summer cool ',48.86304879179553,"(208.0, 49.0, '79')",https://www.pixy.co.id/product/pixy-lip-hydrating
PIXY LIP HYDRATING,pixy,lip,"Honey, It's Me!",#F05C21,"(240, 92, 33)",'autumn warm',89.08077466048772,"(241.0, 96.0, '32')",'autumn soft',10.919225339512284,"(231.0, 113.0, '59')",https://www.pixy.co.id/product/pixy-lip-hydrating
PIXY Twin Blush ,pixy,cheek,Pop Terracota,#C76C61,"(199, 108, 97)",'autumn warm',57.333308371090595,"(218.0, 103.0, '85')",'summer soft',42.666691628909405,"(197.0, 121.0, '125')",https://www.pixy.co.id/product/pixy-twin-blush
PIXY Twin Blush ,pixy,cheek,Active Pink,#FD495C,"(253, 73, 92)",'spring clear',52.82898403109995,"(255.0, 64.0, '74')",'spring warm',47.17101596890005,"(251.0, 95.0, '87')",https://www.pixy.co.id/product/pixy-twin-blush
PIXY Twin Blush ,pixy,cheek,Pretty Plum,#C56683,"(197, 102, 131)",'summer soft',55.805376360646065,"(197.0, 121.0, '125')",'summer soft',44.194623639353935,"(177.0, 89.0, '123')",https://www.pixy.co.id/product/pixy-twin-blush
PIXY Twin Blush ,pixy,cheek,Neon Orange,#FF8672,"(255, 134, 114)",'spring warm',75.8267184576989,"(255.0, 143.0, '114')",'spring light',24.173281542301094,"(253.0, 107.0, '122')",https://www.pixy.co.id/product/pixy-twin-blush
PIXY Twin Blush ,pixy,cheek,Stunning Red,#9C182F,"(156, 24, 47)",'autumn warm',77.12148691674119,"(156.0, 35.0, '53')",'summer cool ',22.8785130832588,"(152.0, 42.0, '85')",https://www.pixy.co.id/product/pixy-twin-blush
PIXY A Whole New Glow ,pixy,face,Shining Gold,#F5E2CE,"(245, 226, 206)",'spring light',50.49558882225584,"(239.0, 239.0, '234')",'summer soft',49.504411177744146,"(255.0, 246.0, '183')",https://www.pixy.co.id/product/pixy-a-whole-new-glow
PIXY A Whole New Glow ,pixy,face,Shimmering White,#F4E9E3,"(244, 233, 227)",'spring light',63.945032649073696,"(239.0, 239.0, '234')",'winter cool',36.05496735092629,"(255.0, 233.0, '242')",https://www.pixy.co.id/product/pixy-a-whole-new-glow
Pixy Make It Glow Adorable Marble,pixy,face,Brick Terracota,#C76C61,"(199, 108, 97)",'autumn warm',57.333308371090595,"(218.0, 103.0, '85')",'summer soft',42.666691628909405,"(197.0, 121.0, '125')",https://www.pixy.co.id/product/pixy-make-it-glow-adorable-marble
Pixy Make It Glow Adorable Marble,pixy,face,Tempting Pink,#FF647D,"(255, 100, 125)",'spring light',83.03370432861793,"(253.0, 107.0, '122')",'spring warm',16.96629567138206,"(251.0, 95.0, '87')",https://www.pixy.co.id/product/pixy-make-it-glow-adorable-marble
Pixy Make It Glow Adorable Marble,pixy,face,Peachy Peach,#FF8672,"(255, 134, 114)",'spring warm',75.8267184576989,"(255.0, 143.0, '114')",'spring light',24.173281542301094,"(253.0, 107.0, '122')",https://www.pixy.co.id/product/pixy-make-it-glow-adorable-marble
Pixy Make It Glow Adorable Marble,pixy,face,Classy Coral,#EA6852,"(234, 104, 82)",'autumn warm',54.92633389976188,"(218.0, 103.0, '85')",'spring warm',45.07366610023811,"(251.0, 95.0, '87')",https://www.pixy.co.id/product/pixy-make-it-glow-adorable-marble
PIXY UVW Stay Last Serum Foundation,pixy,foundation & cussion,Rosy Ivory,#EDC7A2,"(237, 199, 162)",'autumn soft',56.432409021744135,"(222.0, 193.0, '182')",'spring light',43.567590978255865,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-uvw-stay-last-serum-foundation
PIXY UVW Stay Last Serum Foundation,pixy,foundation & cussion,Yellow Beige,#EABE8A,"(234, 190, 138)",'spring light',60.31309675694493,"(255.0, 176.0, '146')",'spring clear',39.68690324305507,"(253.0, 167.0, '165')",https://www.pixy.co.id/product/pixy-uvw-stay-last-serum-foundation
PIXY UVW Stay Last Serum Foundation,pixy,foundation & cussion,Natural Beige,#DAB38D,"(218, 179, 141)",'autumn warm',52.109622141485346,"(217.0, 159.0, '113')",'spring light',47.89037785851467,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-uvw-stay-last-serum-foundation
PIXY UVW Stay Last Serum Foundation,pixy,foundation & cussion,Golden Tan,#DEA36D,"(222, 163, 109)",'autumn warm',81.91243828286649,"(217.0, 159.0, '113')",'autumn soft',18.087561717133493,"(224.0, 134.0, '127')",https://www.pixy.co.id/product/pixy-uvw-stay-last-serum-foundation
PIXY UVW Stay Last Serum Foundation,pixy,foundation & cussion,Rich Tan,#C48454,"(196, 132, 84)",'spring warm',54.06747643681176,"(225.0, 128.0, '74')",'autumn warm',45.932523563188255,"(218.0, 103.0, '85')",https://www.pixy.co.id/product/pixy-uvw-stay-last-serum-foundation
PIXY UVW  Concealing Base,pixy,face,Natural Beige,#DFB18A,"(223, 177, 138)",'autumn warm',51.254405242919,"(217.0, 159.0, '113')",'spring light',48.745594757081,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-uvw-concealing-base
PIXY UVW  Concealing Base,pixy,face,Sand Beige,#C39174,"(195, 145, 116)",'summer soft',50.51857429437309,"(197.0, 121.0, '125')",'autumn warm',49.481425705626926,"(217.0, 159.0, '113')",https://www.pixy.co.id/product/pixy-uvw-concealing-base
PIXY UVW  Concealing Base,pixy,face,Crème Beige,#F3CFB2,"(243, 207, 178)",'autumn soft',59.79180053378907,"(222.0, 193.0, '182')",'spring light',40.208199466210935,"(255.0, 241.0, '166')",https://www.pixy.co.id/product/pixy-uvw-concealing-base
PIXY UVW  Concealing Base,pixy,face,Caramel Beige,#C39B82,"(195, 155, 130)",'autumn warm',55.06669645147326,"(217.0, 159.0, '113')",'summer soft',44.93330354852672,"(197.0, 121.0, '125')",https://www.pixy.co.id/product/pixy-uvw-concealing-base
PIXY UVW BB Cream,pixy,face,Ochre,#DAB38D,"(218, 179, 141)",'autumn warm',52.109622141485346,"(217.0, 159.0, '113')",'spring light',47.89037785851467,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-uvw-bb-cream
PIXY UVW BB Cream,pixy,face,Cream,#D6A285,"(214, 162, 133)",'autumn warm',59.735255212353735,"(217.0, 159.0, '113')",'autumn soft',40.264744787646265,"(224.0, 134.0, '127')",https://www.pixy.co.id/product/pixy-uvw-bb-cream
PIXY UVW BB Cream,pixy,face,Beige,#C09473,"(192, 148, 115)",'autumn warm',51.62265481858272,"(217.0, 159.0, '113')",'summer soft',48.377345181417276,"(197.0, 121.0, '125')",https://www.pixy.co.id/product/pixy-uvw-bb-cream
PIXY UVW BB Cream,pixy,face,Almond Milk,#CE8B5E,"(206, 139, 94)",'spring warm',50.0,"(225.0, 128.0, '74')",'autumn warm',50.0,"(217.0, 159.0, '113')",https://www.pixy.co.id/product/pixy-uvw-bb-cream
PIXY Make It Glow Techno-Fixed Matte Cushion Refill,pixy,lip,PIXY Make It Glow Techno-Fixed Matte Cushion Refill 101 Light Beige,#EFCDA2,"(239, 205, 162)",'autumn soft',56.0335307244346,"(222.0, 193.0, '182')",'spring light',43.96646927556541,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-make-it-glow-techno-fixed-matte-cushion-refill
PIXY Make It Glow Techno-Fixed Matte Cushion Refill,pixy,lip,PIXY Make It Glow Techno-Fixed Matte Cushion Refill 201 Neutral BeigePIXY Make It Glow Techno-Fixed Matte Cushion Refill 201 Neutral Beige,#E5C498,"(229, 196, 152)",'autumn soft',51.86248406968169,"(222.0, 193.0, '182')",'spring light',48.1375159303183,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-make-it-glow-techno-fixed-matte-cushion-refill
PIXY Make It Glow Techno-Fixed Matte Cushion Refill,pixy,lip,PIXY Make It Glow Techno-Fixed Matte Cushion Refill 301 Medium Beige,#D3A47F,"(211, 164, 127)",'autumn warm',67.09977983355235,"(217.0, 159.0, '113')",'autumn soft',32.900220166447646,"(224.0, 134.0, '127')",https://www.pixy.co.id/product/pixy-make-it-glow-techno-fixed-matte-cushion-refill
PIXY Make It Glow Techno-Fixed Matte Cushion  ,pixy,lip,Light Beige ,#F1C6A7,"(241, 198, 167)",'autumn soft',57.39678359876916,"(222.0, 193.0, '182')",'spring clear',42.60321640123084,"(253.0, 167.0, '165')",https://www.pixy.co.id/product/pixy-make-it-glow-techno-fixed-matte-cushion-1
PIXY Make It Glow Techno-Fixed Matte Cushion  ,pixy,lip,Neutral Beige ,#E0C09F,"(224, 192, 159)",'autumn soft',61.70133835431455,"(222.0, 193.0, '182')",'spring light',38.29866164568544,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-make-it-glow-techno-fixed-matte-cushion-1
PIXY Make It Glow Techno-Fixed Matte Cushion  ,pixy,lip,Medium Beige,#CDA077,"(205, 160, 119)",'autumn warm',71.15119507766177,"(217.0, 159.0, '113')",'autumn soft',28.84880492233822,"(224.0, 134.0, '127')",https://www.pixy.co.id/product/pixy-make-it-glow-techno-fixed-matte-cushion-1
PIXY Perfect Fit Liquid Foundation,pixy,foundation & cussion,01 White Cream,#EAD1B6,"(234, 209, 182)",'autumn soft',67.47170775869328,"(222.0, 193.0, '182')",'spring light',32.52829224130671,"(255.0, 241.0, '166')",https://www.pixy.co.id/product/pixy-perfect-fit-liquid-foundation
PIXY Perfect Fit Liquid Foundation,pixy,foundation & cussion,02 Yellow Beige,#E6C096,"(230, 192, 150)",'spring light',52.42259234190216,"(255.0, 176.0, '146')",'autumn soft',47.57740765809785,"(222.0, 193.0, '182')",https://www.pixy.co.id/product/pixy-perfect-fit-liquid-foundation
PIXY Perfect Fit Liquid Foundation,pixy,foundation & cussion,03 Natural White,#E7C1A0,"(231, 193, 160)",'autumn soft',57.81224773995197,"(222.0, 193.0, '182')",'spring light',42.18775226004803,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-perfect-fit-liquid-foundation
PIXY Perfect Fit Liquid Foundation,pixy,foundation & cussion,04 Natural Beige,#DBB48E,"(219, 180, 142)",'autumn warm',50.40170917196202,"(217.0, 159.0, '113')",'spring light',49.598290828037975,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-perfect-fit-liquid-foundation
PIXY Perfect Fit Liquid Foundation,pixy,foundation & cussion,05 Tropical Beige,#CEA176,"(206, 161, 118)",'autumn warm',73.33010035101366,"(217.0, 159.0, '113')",'autumn soft',26.669899648986352,"(224.0, 134.0, '127')",https://www.pixy.co.id/product/pixy-perfect-fit-liquid-foundation
PIXY UVW  Loose Powder,pixy,powder,Ivory,#DB9C77,"(219, 156, 119)",'autumn warm',77.37367770034322,"(217.0, 159.0, '113')",'autumn soft',22.626322299656778,"(224.0, 134.0, '127')",https://www.pixy.co.id/product/pixy-uvw-loose-powder
PIXY UVW  Loose Powder,pixy,powder,Yellow Beige,#EABE8A,"(234, 190, 138)",'spring light',60.31309675694493,"(255.0, 176.0, '146')",'spring clear',39.68690324305507,"(253.0, 167.0, '165')",https://www.pixy.co.id/product/pixy-uvw-loose-powder
PIXY UVW  Loose Powder,pixy,powder,Natural Beige,#DFB18A,"(223, 177, 138)",'autumn warm',51.254405242919,"(217.0, 159.0, '113')",'spring light',48.745594757081,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-uvw-loose-powder
PIXY Make It Glow Silky Powdery Cake,pixy,powder,Light Beige,#EFCBA3,"(239, 203, 163)",'autumn soft',56.584579567972156,"(222.0, 193.0, '182')",'spring light',43.415420432027844,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-make-it-glow-silky-powdery-cake
PIXY Make It Glow Silky Powdery Cake,pixy,powder,Neutral Beige,#D1AE7D,"(209, 174, 125)",'autumn warm',67.2693653800034,"(217.0, 159.0, '113')",'autumn soft',32.73063461999659,"(224.0, 134.0, '127')",https://www.pixy.co.id/product/pixy-make-it-glow-silky-powdery-cake
PIXY Make It Glow Silky Powdery Cake,pixy,powder,Medium Beige,#C99D64,"(201, 157, 100)",'autumn warm',67.11560382974967,"(217.0, 159.0, '113')",'autumn soft',32.88439617025034,"(224.0, 134.0, '127')",https://www.pixy.co.id/product/pixy-make-it-glow-silky-powdery-cake
PIXY Make It Glow Silky Powdery Cake,pixy,powder,Sandy Beige,#C28D6F,"(194, 141, 111)",'summer soft',54.34165660383403,"(197.0, 121.0, '125')",'autumn warm',45.65834339616598,"(217.0, 159.0, '113')",https://www.pixy.co.id/product/pixy-make-it-glow-silky-powdery-cake
PIXY UVW TWC Perfect Last,pixy,face,Fair Ochre,#E7C1A0,"(231, 193, 160)",'autumn soft',57.81224773995197,"(222.0, 193.0, '182')",'spring light',42.18775226004803,"(255.0, 176.0, '146')",https://www.pixy.co.id/product/pixy-uvw-twc-perfect-last
PIXY UVW TWC Perfect Last,pixy,face,Natural Buff,#D1A579,"(209, 165, 121)",'autumn warm',73.18813601475928,"(217.0, 159.0, '113')",'autumn soft',26.811863985240713,"(224.0, 134.0, '127')",https://www.pixy.co.id/product/pixy-uvw-twc-perfect-last
PIXY UVW TWC Perfect Last,pixy,face,Sand Beige,#C39174,"(195, 145, 116)",'summer soft',50.51857429437309,"(197.0, 121.0, '125')",'autumn warm',49.481425705626926,"(217.0, 159.0, '113')",https://www.pixy.co.id/product/pixy-uvw-twc-perfect-last
